DATA_ELEMENT,QUERY,NEEDLE_TEXT
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Most recent MOLST (Medical Orders for Life-Sustaining Treatment) (dated and signed by MD) indicates withhold care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Medical record includes Out-of-Hospital DNR (OOH DNR) indicating Dnr-cc.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",nurse practitioner documents patient or patient representative request for comfort measures only: comfort measures.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",physician assistant history and physical: patient or patient representative request for comfort measures only - Dnr-cc.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.","Per nurse practitioner ED record, patient or patient representative request for comfort measures only: palliative consult."
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Medical record includes POLST (Physician Orders for Life-Sustaining Treatment) indicating Terminal extubation.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",physician assistant orders order for consultation or evaluation by a hospice care service: Hospice care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",POLST (Physician Orders for Life-Sustaining Treatment) dated prior to arrival with DNR-CC option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Out-of-Hospital DNR (OOH DNR) dated prior to arrival with comfort care option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MOLST (Medical Orders for Life-Sustaining Treatment) signed prior to arrival with withdraw care option selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD documents order for consultation or evaluation by a hospice care service: comfort only.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Most recent POLST (Physician Orders for Life-Sustaining Treatment) (dated and signed by MD) indicates terminal extubation.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.","After discussion with family, physician assistant documents referral to hospice care service: terminal care."
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Most recent MOLST (Medical Orders for Life-Sustaining Treatment) (dated and signed by physician assistant) indicates withhold care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",POLST (Physician Orders for Life-Sustaining Treatment) dated prior to arrival with hospice option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",APN orders order for consultation or evaluation by a hospice care service: Palliative consult.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD documents patient or patient representative request for comfort measures only: terminal extubation.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.","After discussion with family, physician assistant documents comfort measures only recommendation: palliative consult."
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Patient has Out-of-Hospital DNR (OOH DNR) signed by nurse practitioner with end of life care selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Patient has Out-of-Hospital DNR (OOH DNR) signed by physician with palliative consult selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Most recent DNR-Comfort Care form (dated and signed by physician assistant) indicates terminal extubation.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",physician assistant orders comfort measures only recommendation: Terminal care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Patient has Out-of-Hospital DNR (OOH DNR) signed by PA with DNR-CC selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Most recent DNR-Comfort Care form (dated and signed by PA) indicates hospice.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",APN documents comfort measures only recommendation: brain death.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",APN orders order for consultation or evaluation by a hospice care service: Comfort measures.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",APN ED record: referral to hospice care service - Comfort only.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",physician assistant consultation note: plan for comfort measures only - Dnr-cc.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Patient has DNR-Comfort Care form signed by nurse practitioner with brain death selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Out-of-Hospital DNR (OOH DNR) signed prior to arrival with organ harvest option selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",PA documents plan for comfort measures only: comfort measures only.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD orders plan for comfort measures only: Organ harvest.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD documents order for consultation or evaluation by a hospice care service: terminal extubation.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD ED record: order for consultation or evaluation by a hospice care service - Hospice.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MOLST (Medical Orders for Life-Sustaining Treatment) signed prior to arrival with withhold care option selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.","After discussion with family, APN documents plan for comfort measures only: withdraw care."
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Out-of-Hospital DNR (OOH DNR) dated prior to arrival with end of life care option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",nurse practitioner progress note: referral to hospice care service - Terminal care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.","After discussion with family, PA documents patient or patient representative request for comfort measures only: end of life care."
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Out-of-Hospital DNR (OOH DNR) signed prior to arrival with DNR-CC option selected.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",Medical record includes POLST (Physician Orders for Life-Sustaining Treatment) indicating Hospice care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",POLST (Physician Orders for Life-Sustaining Treatment) dated prior to arrival with comfort measures only option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",POLST (Physician Orders for Life-Sustaining Treatment) dated prior to arrival with comfort measures only option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",POLST (Physician Orders for Life-Sustaining Treatment) dated prior to arrival with withdraw care option checked.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",MD documents comfort measures only recommendation: comfort care.
"Directive for Comfort Care or Palliative Care, Severe Sepsis","Is there physician/APN/PA documentation of comfort measures only, palliative care, or another acceptable inclusion term within an acceptable context? Note: Acceptable contexts include comfort measures only recommendation, order for hospice consultation, patient request for comfort measures only, plan for comfort measures only, or referral to hospice. Also accept SAPOs with CMO option checked if dated and signed prior to arrival, unless contradicted by documentation on day of arrival. Do NOT accept documentation that is only discussion/consideration, negative/conditional statements, or dated prior to arrival.",DNR-Comfort Care form signed prior to arrival with hospice care option selected.
