DATA_ELEMENT,QUERY,NEEDLE_TEXT
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in research study for severe sepsis - consent signed at time of sepsis diagnosis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for phase III trial studying patients with septic shock.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",signed consent form documents patient enrollment in randomized controlled trial - study population: sepsis-3 criteria.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for study protocol studying patients with severe sepsis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: study protocol investigating study medication in severe sepsis patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in randomized controlled trial for sepsis-3 criteria - consent signed during this hospital stay.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",study enrollment form documents patient enrollment in phase III trial - study population: sepsis-3 criteria.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per informed consent, patient participating in experimental study evaluating experimental antibiotic for septic shock."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in phase III trial for septic shock - consent signed during this hospital stay.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for investigational treatment studying patients with sepsis-3 criteria.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in experimental study for sepsis-3 criteria (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for experimental study studying patients with septic shock.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in phase III trial for septic shock (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: study protocol investigating novel therapeutic in sepsis-3 criteria patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per study enrollment form, patient participating in clinical trial evaluating investigational device for sepsis."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per informed consent, patient participating in research study evaluating experimental antibiotic for sepsis-3 criteria."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: phase III trial investigating experimental protocol in septic shock patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for clinical trial studying patients with sepsis syndrome.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for research study studying patients with severe sepsis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: investigational treatment investigating investigational device in sepsis-3 criteria patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for clinical trial studying patients with sepsis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for study protocol studying patients with septic shock.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",informed consent documents patient enrollment in experimental study - study population: sepsis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per signed consent form, patient participating in experimental study evaluating investigational device for severe sepsis."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in study protocol for sepsis syndrome (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in study protocol for severe sepsis - consent signed today.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: research study investigating randomized treatment assignment in sepsis syndrome patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in study protocol for sepsis - consent signed prior to arrival (continued participation).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in experimental study for sepsis syndrome - consent signed today.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient enrolled in clinical trial for severe sepsis - consent signed on admission.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for study protocol studying patients with septic shock.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: study protocol investigating novel therapeutic in sepsis-3 criteria patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per signed consent form, patient participating in experimental study evaluating novel therapeutic for sepsis-3 criteria."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in investigational treatment for septic shock (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in randomized controlled trial for sepsis (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per study enrollment form, patient participating in clinical trial evaluating investigational drug for sepsis syndrome."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: phase III trial investigating novel therapeutic in severe sepsis patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: research study investigating novel therapeutic in sepsis-3 criteria patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in research study for sepsis syndrome (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in experimental study for severe sepsis (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in randomized controlled trial for septic shock (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.","Per study enrollment form, patient participating in research study evaluating study medication for severe sepsis."
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: research study investigating study medication in sepsis syndrome patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in investigational treatment for severe sepsis (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Patient continues active participation in phase III trial for sepsis-3 criteria (enrolled prior to arrival).
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Research consent signed: research study investigating randomized treatment assignment in severe sepsis patients.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",Signed consent form for clinical trial studying patients with severe sepsis.
"Clinical Trial, Severe Sepsis","During this hospital stay, was the patient enrolled in a clinical trial in which patients with the same condition as the measure set were being studied? Note: Select 'Yes' ONLY if BOTH of the following are true: 1. There is a signed consent form for a clinical trial (experimental study with treatment/intervention assignment, often randomized). 2. The consent form documents that during this hospital stay the patient was enrolled in a clinical trial studying patients with sepsis, severe sepsis, or septic shock. Select 'No' for observational studies (registries, data collection only), unclear study types, clinical trials studying conditions other than sepsis, or if no documentation.",clinical trial consent documents patient enrollment in investigational treatment - study population: sepsis-3 criteria.
